1,i,x,z,t
2,i,t
3,i,t
4,i,x,y,t
5,i,t
6,i,x,y,t
7,i,t
8,i,x,t
9,i,t
10,i,t
11,i,t
12,i,x,t
13,i,x,t
14,i,x,t
15,i,t
16,i,x,t
17,i,t
18,i,t
19,i,t
20,i,t
21,i,t
22,i,t
23,i,t
24,i,t
25,i,t
26,i,t
27,i,t
28,i,t
29,i,t
30,i,t
31,i,t
32,i,t
33,i,t
34,i,t
35,i,t
36,i,t
37,i,t
38,i,t
39,i,t
40,i,t
41,i,t
42,i,t
43,i,t
44,i,t
45,i,t
46,i,t
47,i,t
48,i,t
49,i,t
50,i,t
51,i,t
52,i,t
53,i,t
54,i,t
55,i,t
56,i,t
57,i,t
58,i,t
59,i,t
60,i,t
61,i,t
62,i,t
63,i,t
64,i,t
65,i,t
66,i,t
67,i,t
68,i,t
69,i,t
70,i,t
71,i,t
72,i,t
73,i,t
74,i,t
75,i,t
76,i,t
77,i,t
78,i,t
79,i,t
80,i,t
81,i,t
82,i,t
83,i,x,t
84,i,t
85,i,t
86,i,t
87,i,x,t
88,i,t
89,i,x,y,t
90,i,t
91,i,t
92,i,t
93,i,t
94,i,x,t
95,i,t
96,i,t
97,i,t
98,i,t
99,i,t
100,i,t
101,i,t
102,i,t
103,i,x,z,t
104,i,t
105,i,t
106,i,t
107,i,t
108,i,t
109,i,x,t
110,i,t
111,i,t
112,i,t
113,i,x,t
114,i,t
115,i,x,t
116,i,t
117,i,t
118,i,t
119,i,x,t
120,i,t
121,i,x,t
122,i,x,t
123,i,x,t
124,i,t
125,i,t
126,i,t
127,i,t
128,i,t
129,i,t
130,i,t
131,i,t
132,i,x,t
133,i,x,y,t
134,i,t
135,i,t
136,i,t
137,i,t
138,i,t
139,i,t
140,i,t
141,i,t
142,i,t
143,i,t
144,i,t
145,i,t
146,i,t
147,i,t
148,i,x,y,t
149,i,t
150,i,t
151,i,t
152,i,t
153,i,x,t
154,i,t
155,i,t
156,i,t
157,i,t
158,i,t
159,i,t
160,i,t
161,i,t
162,i,t
163,i,t
164,i,t
165,i,t
166,i,x,t
167,i,t
168,i,t
169,i,x,t
170,i,x,t
171,i,x,t
172,i,x,t
173,i,t
174,i,t
175,i,t
176,i,t
177,i,t
178,i,x,t
179,i,t
180,i,t
181,i,t
182,i,t
183,i,t
184,i,t
185,i,t
186,i,t
187,i,t
188,i,t
189,i,t
190,i,t
191,i,t
192,i,t
193,i,t
194,i,t
195,i,t
196,i,t
197,i,t
198,i,t
199,i,t
200,i,x,t
201,i,t
202,i,t
203,i,t
204,i,t
205,i,t
206,i,t
207,i,t
208,i,t
209,i,t
210,i,t
211,i,t
212,i,t
213,i,t
214,i,t
215,i,t
216,i,x,t
217,i,t
218,i,t
219,i,t
220,i,t
221,i,t
222,i,t
223,i,t
224,i,t
225,i,t
226,i,t
227,i,t
228,i,t
229,i,t
230,i,t
231,i,t
232,i,t
233,i,t
234,i,t
235,i,t
236,i,t
237,i,t
238,i,t
239,i,t
240,i,t
241,i,t
242,i,t
243,i,t
244,i,t
245,i,t
246,i,t
247,i,t
248,i,t
249,i,t
250,i,t
251,i,t
252,i,t
253,i,t
254,i,t
255,i,t
256,i,t
257,i,t
258,i,x,t
259,i,t
260,i,t
261,i,x,t
262,i,t
263,i,t
264,i,x,t
265,i,x,t
266,i,t
267,i,t
268,i,x,z,t
269,i,t
270,i,t
271,i,t
272,i,t
273,i,t
274,i,t
275,i,t
276,i,t
277,i,t
278,i,t
279,i,t
280,i,t
281,i,t
282,i,t
283,i,t
284,i,t
285,i,t
286,i,t
287,i,t
288,i,t
289,i,t
290,i,x,t
291,i,x,t
292,i,x,y,t
293,i,x,y,t
294,i,t
295,i,x,y,t
296,i,x,t
297,i,x,y,t
298,i,x,y,t
299,i,x,y,t
300,i,x,t
301,i,x,y,t
302,i,x,y,t
303,i,t
304,i,x,y,t
305,i,x,y,t
306,i,x,y,t
307,i,x,y,t
308,i,x,y,t
309,i,x,y,t
310,i,x,y,t
311,i,x,z,t
312,i,x,y,t
313,i,t
314,i,x,t
315,i,x,y,t
316,i,t
317,i,x,t
318,i,x,y,t
319,i,x,y,t
320,i,x,y,t
321,i,x,y,t
322,i,x,y,t
323,i,x,y,t
324,i,x,y,t
325,i,x,y,t
326,i,x,y,t
327,i,x,y,t
328,i,x,z,t
329,i,x,y,t
330,i,x,y,t
331,i,x,y,t
332,i,x,y,t
333,i,x,y,t
334,i,x,y,t
335,i,t
336,i,x,y,t
337,i,x,y,t
338,i,x,y,t
339,i,x,t
340,i,x,y,t
341,i,x,y,t
342,i,x,y,t
343,i,t
344,i,x,y,t
345,i,x,y,t
346,i,x,z,t
347,i,x,y,t
348,i,x,y,t
349,i,x,y,t
350,i,x,y,t
351,i,x,t
352,i,x,y,t
353,i,x,y,t
354,i,x,y,t
355,i,x,t
356,i,x,z,t
357,i,x,z,t
358,i,x,z,t
359,i,x,z,t
360,i,x,z,t
361,i,x,y,t
362,i,x,y,t
363,i,t
364,i,x,y,t
365,i,x,z,t
366,i,x,z,t
367,i,x,z,t
368,i,x,z,t
369,i,x,z,t
370,i,x,y,t
371,i,x,z,t
372,i,x,z,t
373,i,x,z,t
374,i,x,z,t
375,i,t
376,i,x,t
377,i,t
378,i,x,y,t
379,i,x,z,t
380,i,x,z,t
381,i,x,y,t
382,i,x,z,t
383,i,x,y,t
384,i,x,z,t
385,i,x,z,t
386,i,x,z,t
387,i,x,z,t
388,i,t
389,i,x,t
390,i,x,z,t
391,i,x,z,t
392,i,x,z,t
393,i,x,y,t
394,i,x,y,t
395,i,x,z,t
396,i,x,z,t
397,i,x,z,t
398,i,t
399,i,x,z,t
400,i,x,y,t
401,i,x,z,t
402,i,x,z,t
403,i,x,z,t
404,i,x,z,t
405,i,x,z,t
406,i,x,z,t
407,i,x,y,t
408,i,x,z,t
409,i,x,z,t
410,i,x,y,t
411,i,x,z,t
412,i,x,y,t
413,i,x,z,t
414,i,x,z,t
415,i,x,z,t
416,i,x,y,t
417,i,x,z,t
418,i,x,z,t
419,i,t
420,i,x,z,t
421,i,t
422,i,x,z,t
423,i,x,z,t
424,i,t
425,i,t
426,i,t
427,i,x,y,t
428,i,x,z,t
429,i,x,z,t
430,i,x,z,t
431,i,x,z,t
432,i,x,y,t
433,i,x,y,t
434,i,x,z,t
435,i,x,z,t
436,i,t
437,i,x,z,t
438,i,x,z,t
439,i,x,z,t
440,i,x,z,t
441,i,x,y,t
442,i,x,y,t
443,i,x,z,t
444,i,x,y,t
445,i,x,z,t
446,i,x,t
447,i,x,y,t
448,i,x,z,t
449,i,x,z,t
450,i,x,z,t
451,i,x,z,t
452,i,x,y,t
453,i,x,y,t
454,i,x,z,t
455,i,x,y,t
456,i,x,z,t
457,i,x,y,t
458,i,x,y,t
459,i,x,z,t
460,i,x,z,t
461,i,t
462,i,x,z,t
463,i,x,z,t
464,i,x,z,t
465,i,x,z,t
466,i,x,z,t
467,i,x,y,t
468,i,x,z,t
469,i,x,z,t
470,i,x,y,t
471,i,x,z,t
472,i,x,z,t
473,i,x,z,t
474,i,x,y,t
475,i,x,y,t
476,i,x,t
477,i,x,z,t
478,i,x,y,t
479,i,t
480,i,x,z,t
481,i,x,t
482,i,x,z,t
483,i,x,z,t
484,i,x,z,t
485,i,x,z,t
486,i,x,z,t
487,i,x,z,t
488,i,x,z,t
489,i,x,z,t
490,i,t
491,i,x,z,t
492,i,x,z,t
493,i,x,z,t
494,i,x,z,t
495,i,x,y,t
496,i,x,z,t
497,i,x,z,t
498,i,x,y,t
499,i,x,y,t
500,i,x,y,t
501,i,x,t
502,i,x,z,t
503,i,x,z,t
504,i,x,z,t
505,i,x,z,t
506,i,x,z,t
507,i,x,z,t
508,i,x,z,t
509,i,x,z,t
510,i,x,z,t
511,i,x,t
512,i,x,z,t
513,i,x,z,t
514,i,x,z,t
515,i,x,z,t
516,i,t
517,i,x,y,t
518,i,x,z,t
519,i,x,y,t
520,i,x,z,t
521,i,x,z,t
522,i,x,z,t
523,i,t
524,i,x,t
525,i,t
526,i,x,z,t
527,i,x,z,t
528,i,x,z,t
529,i,x,y,t
530,i,t
531,i,x,z,t
532,i,x,z,t
533,i,x,z,t
534,i,t
535,i,x,z,t
536,i,x,z,t
537,i,x,t
538,i,x,t
539,i,x,y,t
540,i,x,z,t
541,i,x,z,t
542,i,x,z,t
543,i,x,z,t
544,i,x,t
