1,0,0.0,0.0,0.0,0.0,0.0
1,1,0.0,0.0,0.0,0.0,0.0
1,2,0.0,0.0,0.0,0.0,10.30708785293394
1,4,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0
2,1,0.0,0.0,5.15354392646697,0.0,0.0
2,2,0.0,0.0,0.0,0.0,15.48638123708849
2,4,0.0,0.0,0.0,0.0,0.0
3,0,0.0,2.576771963233485,0.0,0.0,0.0
3,1,0.0,0.0,10.31996258177773,0.0,0.0
3,2,0.0,0.0,0.0,0.0,17.422783187240274
3,4,0.0,0.0,0.0,0.0,0.0
4,0,0.0,6.448367272505608,0.0,0.0,0.0
4,1,0.0,0.0,13.871372884509002,0.0,0.0
4,2,0.0,0.0,0.0,0.0,17.811773856826584
4,4,0.0,0.0,0.0,0.0,0.0
5,0,0.0,10.159870078507305,0.0,0.0,0.0
5,1,0.0,0.0,15.841573370667792,0.0,0.0
5,2,0.0,0.0,0.0,0.0,18.55676302152366
5,4,0.0,0.0,0.0,0.0,0.0
6,0,0.0,13.00072172458755,0.0,0.0,0.0
6,1,0.0,0.0,17.199168196095727,0.0,0.0
6,2,0.0,0.0,0.0,0.0,18.05307599513059
6,4,0.0,0.0,0.0,0.0,0.0
7,0,0.0,15.099944960341638,0.0,0.0,0.0
7,1,0.0,0.0,17.62612209561316,0.0,0.0
7,2,0.0,0.0,0.0,0.0,18.55529267762822
7,4,0.0,0.0,0.0,0.0,0.0
8,0,0.0,16.3630335279774,0.0,0.0,0.0
8,1,0.0,0.0,18.09070738662069,0.0,0.0
8,2,0.0,0.0,0.0,0.0,19.944446161632328
8,4,0.0,0.0,0.0,0.0,0.0
9,0,0.0,17.226870457299043,0.0,0.0,0.0
9,1,0.0,0.0,19.01757677412651,0.0,0.0
9,2,0.0,0.0,0.0,0.0,18.717907544990908
9,4,0.0,0.0,0.0,0.0,0.0
10,0,0.0,18.122223615712777,0.0,0.0,0.0
10,1,0.0,0.0,18.86774215955871,0.0,0.0
10,2,0.0,0.0,0.0,0.0,19.973570072049352
10,4,0.0,0.0,0.0,0.0,0.0
11,0,0.0,18.494982887635743,0.0,0.0,0.0
11,1,0.0,0.0,19.42065611580403,0.0,0.0
11,2,0.0,0.0,0.0,0.0,19.01996290837523
11,4,0.0,0.0,0.0,0.0,0.0
12,0,0.0,18.957819501719886,0.0,0.0,0.0
12,1,0.0,0.0,19.220309512089628,0.0,0.0
12,2,0.0,0.0,0.0,0.0,19.541349768467406
12,4,0.0,0.0,0.0,0.0,0.0
13,0,0.0,19.089064506904755,0.0,0.0,0.0
13,1,0.0,0.0,19.380829640278517,0.0,0.0
13,2,0.0,0.0,0.0,0.0,19.021277326291894
13,4,0.0,0.0,0.0,0.0,0.0
14,0,0.0,19.234947073591634,0.0,0.0,0.0
14,1,0.0,0.0,19.201053483285207,0.0,0.0
14,2,0.0,0.0,0.0,0.0,19.949672581869052
14,4,0.0,0.0,0.0,0.0,0.0
15,0,0.0,19.21800027843842,0.0,0.0,0.0
15,1,0.0,0.0,19.57536303257713,0.0,0.0
15,2,0.0,0.0,0.0,0.0,20.23518080765259
15,4,0.0,0.0,0.0,0.0,0.0
16,0,0.0,19.396681655507777,0.0,0.0,0.0
16,1,0.0,0.0,19.90527192011486,0.0,0.0
16,2,0.0,0.0,0.0,0.0,19.73867986578373
16,4,0.0,0.0,0.0,0.0,0.0
17,0,0.0,19.396681655507777,0.0,0.0,8.960703567676363
17,1,0.0,0.0,19.90527192011486,0.0,0.0
17,2,0.0,0.0,0.0,0.0,19.73867986578373
17,4,0.0,0.0,0.0,0.0,0.0
18,0,0.0,19.650976787811317,0.0,0.0,8.960703567676363
18,1,0.0,0.0,19.821975892949297,0.0,0.0
18,2,0.0,0.0,0.0,0.0,19.26199696992421
18,4,0.0,0.0,0.0,0.0,0.0
19,0,0.0,19.736476340380307,0.0,0.0,8.960703567676363
19,1,0.0,0.0,19.541986431436754,0.0,0.0
19,2,0.0,0.0,0.0,0.0,17.117029329041305
19,4,0.0,0.0,0.0,0.0,0.0
20,0,0.0,19.63923138590853,0.0,0.0,8.960703567676363
20,1,0.0,0.0,18.329507880239028,0.0,0.0
20,2,0.0,0.0,0.0,0.0,17.51541978873051
20,4,0.0,0.0,0.0,0.0,0.0
21,0,0.0,18.98436963307378,0.0,0.0,8.960703567676363
21,1,0.0,0.0,17.92246383448477,0.0,0.0
21,2,0.0,0.0,0.0,0.0,17.85584433084955
21,4,0.0,0.0,0.0,0.0,0.0
22,0,0.0,18.453416733779274,0.0,0.0,8.960703567676363
22,1,0.0,0.0,17.88915408266716,0.0,0.0
22,2,0.0,0.0,0.0,0.0,19.017345345933418
22,4,0.0,0.0,0.0,0.0,0.0
23,0,0.0,18.17128540822322,0.0,0.0,8.960703567676363
23,1,0.0,0.0,18.45324971430029,0.0,0.0
23,2,0.0,0.0,0.0,0.0,19.06140607301173
23,4,0.0,0.0,0.0,0.0,0.0
24,0,0.0,18.312267561261756,0.0,0.0,8.960703567676363
24,1,0.0,0.0,18.75732789365601,0.0,0.0
24,2,0.0,0.0,0.0,0.0,18.057859595721432
24,4,0.0,0.0,0.0,0.0,0.0
25,0,0.0,18.534797727458884,0.0,0.0,8.960703567676363
25,1,0.0,0.0,18.75732789365601,0.0,8.141420589359202
25,2,0.0,0.0,0.0,0.0,18.057859595721432
25,4,0.0,0.0,0.0,0.0,0.0
26,0,0.0,18.646062810557446,0.0,0.0,8.960703567676363
26,1,0.0,0.0,18.40759374468872,0.0,8.141420589359202
26,2,0.0,0.0,0.0,0.0,19.72493629164684
26,4,0.0,0.0,0.0,0.0,0.0
27,0,0.0,18.526828277623082,0.0,0.0,8.960703567676363
27,1,0.0,0.0,19.066265018167783,0.0,8.141420589359202
27,2,0.0,0.0,0.0,0.0,18.014276090121704
27,4,0.0,0.0,0.0,0.0,0.0
28,0,0.0,18.796546647895433,0.0,0.0,8.960703567676363
28,1,0.0,0.0,18.540270554144744,0.0,8.141420589359202
28,2,0.0,0.0,0.0,0.0,18.14167015302977
28,4,0.0,0.0,0.0,0.0,0.0
29,0,0.0,18.66840860102009,0.0,0.0,8.960703567676363
29,1,0.0,0.0,18.34097035358726,0.0,8.141420589359202
29,2,0.0,0.0,0.0,0.0,18.12873765326395
29,4,0.0,0.0,0.0,0.0,0.0
30,0,0.0,18.504689477303675,0.0,0.0,8.960703567676363
30,1,0.0,0.0,18.234854003425603,0.0,8.141420589359202
30,2,0.0,0.0,0.0,0.0,18.386858513589054
30,4,0.0,0.0,0.0,0.0,0.0
31,0,0.0,18.36977174036464,0.0,0.0,8.960703567676363
31,1,0.0,0.0,18.31085625850733,0.0,8.141420589359202
31,2,0.0,0.0,0.0,0.0,19.725242619735642
31,4,0.0,0.0,0.0,0.0,0.0
32,0,0.0,18.340313999435985,0.0,0.0,8.960703567676363
32,1,0.0,0.0,19.018049439121484,0.0,8.141420589359202
32,2,0.0,0.0,0.0,0.0,18.445904985257208
32,4,0.0,0.0,0.0,0.0,0.0
