1,13
2,12
3,6
4,3
5,9
6,11
7,11
8,9
9,10
10,5
11,9
12,11
13,7
14,3
15,15
16,10
17,14
18,6
19,9
20,14
21,6
22,3
23,13
24,9
25,4
26,9
27,5
28,10
29,10
30,0
31,9
32,8
33,5
34,7
35,10
36,2
37,5
38,19
39,7
40,10
41,5
42,0
43,6
44,8
45,8
46,3
47,6
48,17
49,7
50,4
51,7
52,12
53,8
54,10
55,3
56,14
57,12
58,10
59,6
60,4
61,11
62,12
63,8
64,6
65,15
66,11
67,6
68,9
69,10
70,11
71,11
72,1
73,8
74,13
75,6
76,5
77,8
78,9
79,11
80,13
81,14
82,9
83,3
84,6
85,1
86,5
87,5
88,12
89,12
90,6
91,11
92,9
93,10
94,17
95,7
96,0
97,14
98,12
99,5
100,11
101,7
102,6
103,10
104,15
105,5
106,12
107,7
108,14
109,5
110,14
111,12
112,9
113,5
114,12
115,10
116,6
117,9
118,10
119,8
120,5
121,11
122,10
123,15
124,12
125,13
126,9
127,9
128,15
129,10
130,16
131,10
132,6
133,14
134,5
135,13
136,14
137,14
138,9
139,13
140,5
141,15
142,7
143,12
144,11
145,7
146,6
147,6
148,11
149,15
150,3
151,8
152,12
153,9
154,4
155,8
156,6
157,4
158,2
159,8
160,7
161,8
162,10
163,6
164,7
165,8
166,3
167,7
168,9
169,9
170,6
171,0
172,15
173,12
174,6
175,10
176,3
177,11
178,6
179,13
180,8
181,0
182,1
183,12
184,6
185,7
186,2
187,5
188,11
189,10
190,5
191,6
192,15
193,2
194,8
195,6
196,6
197,6
198,5
199,10
200,2
201,9
202,2
203,17
204,13
205,13
206,3
207,3
208,7
209,3
210,9
211,12
212,9
213,4
214,16
215,13
216,6
217,3
218,11
219,5
220,8
221,3
222,1
223,10
224,5
225,1
226,9
227,6
228,7
229,2
230,2
231,7
232,10
233,5
234,1
235,0
236,4
237,6
238,13
239,9
240,9
241,5
242,7
243,6
244,5
245,6
246,14
247,17
248,4
249,15
250,8
251,11
252,11
253,7
254,12
255,7
256,12
257,3
258,3
259,3
260,8
261,4
262,9
263,9
264,9
265,15
266,10
267,6
268,9
269,5
270,13
271,10
272,8
273,2
274,8
275,3
276,5
277,5
278,8
279,17
280,4
281,14
282,11
283,2
284,4
285,15
286,6
287,1
288,6
289,15
290,10
291,6
292,8
293,6
294,4
295,5
296,10
297,8
298,4
299,3
300,6
301,10
302,8
303,12
304,12
305,4
306,13
307,2
308,8
309,6
310,10
311,9
312,10
313,4
314,10
315,14
316,4
317,3
318,7
319,10
320,6
321,3
322,12
323,1
324,7
325,7
326,8
327,7
328,8
329,0
330,15
331,8
332,2
333,6
334,8
335,2
336,4
337,9
338,11
339,3
340,5
341,5
342,11
343,9
344,4
345,4
346,9
347,7
348,13
349,8
350,6
351,8
352,10
353,17
354,4
355,10
356,4
357,2
358,12
359,13
360,8
361,10
362,4
363,6
364,8
365,9
366,6
367,4
368,7
369,11
370,5
371,6
372,13
373,0
374,10
375,8
376,9
377,2
378,1
379,7
380,5
381,4
382,3
383,6
384,15
385,8
386,1
387,8
388,5
389,7
390,3
391,4
392,4
393,1
394,7
395,6
396,7
397,11
398,1
399,6
400,10
401,8
402,3
403,6
404,3
405,7
406,8
407,13
408,3
409,10
410,4
411,9
412,7
413,8
414,5
415,0
416,8
417,5
418,13
419,2
420,2
421,14
422,4
423,9
424,5
425,1
426,4
427,7
428,5
429,7
430,7
431,8
432,9
433,8
434,8
435,5
436,8
437,13
438,3
439,12
440,7
441,0
442,2
443,8
444,3
445,5
446,10
447,6
448,13
449,12
450,7
451,4
452,10
453,2
454,5
455,14
456,3
457,14
458,6
459,7
460,8
461,12
462,3
463,4
464,5
465,8
466,13
467,4
468,12
469,3
470,8
471,8
472,14
473,10
474,8
475,3
476,4
477,12
478,7
479,2
480,6
481,10
482,10
483,10
484,6
485,7
486,4
487,4
488,10
489,8
490,6
491,4
492,14
493,9
494,9
495,11
496,8
497,0
498,0
499,8
500,11
501,7
502,6
503,6
504,3
505,5
506,5
507,10
508,12
509,8
510,6
511,11
512,9
513,13
514,7
515,9
516,1
517,3
518,2
519,6
520,6
521,4
522,3
523,6
524,2
525,11
526,9
527,8
528,7
529,5
530,12
531,6
532,9
533,6
534,2
535,5
536,10
537,14
538,12
539,5
540,2
541,11
542,5
543,5
544,8
545,9
546,2
547,8
548,9
549,6
550,6
551,12
552,11
553,4
554,7
555,9
556,10
557,6
558,14
559,10
560,9
561,7
562,7
563,5
564,2
565,7
566,4
567,0
568,9
569,5
570,4
571,5
572,2
573,7
574,11
575,9
576,16
577,3
578,11
579,4
580,1
581,9
582,3
583,10
584,11
585,3
586,10
587,1
588,1
589,7
590,5
591,12
592,8
593,9
594,5
595,10
596,13
597,0
598,14
599,1
600,11
601,5
602,10
603,9
604,11
605,4
606,8
607,6
608,5
609,4
610,8
611,5
612,11
613,5
614,17
615,1
616,15
617,2
618,10
619,9
620,0
621,4
622,11
623,4
624,9
625,15
626,6
627,1
628,11
629,15
630,2
631,9
632,0
633,5
634,6
635,11
636,5
637,8
638,9
639,3
640,6
641,8
642,16
643,9
644,0
645,6
646,10
647,5
648,9
649,8
650,2
651,11
652,1
653,10
654,5
655,11
656,2
657,6
658,8
659,7
660,8
661,4
662,7
663,11
664,0
665,14
666,13
667,11
668,9
669,8
670,7
671,10
672,9
673,9
674,6
675,8
676,11
677,5
678,11
679,8
680,7
681,8
682,11
683,9
684,14
685,10
686,10
687,5
688,9
689,14
690,11
691,12
692,13
693,14
694,6
695,8
696,8
697,7
698,9
699,16
700,14
701,15
702,8
703,8
704,12
705,7
706,6
707,10
708,16
709,4
710,5
711,9
712,2
713,10
714,7
715,13
716,6
717,9
718,10
719,5
720,11
721,10
722,6
723,8
724,6
725,13
726,6
727,6
728,2
729,12
730,9
731,5
732,10
733,11
734,12
735,2
736,12
737,4
738,6
739,9
740,3
741,17
742,6
743,12
744,7
745,9
746,8
747,9
748,10
749,6
750,4
751,3
752,3
753,6
754,7
755,7
756,9
757,5
758,6
759,4
760,4
761,2
762,4
763,8
764,4
765,13
766,11
767,9
768,10
769,6
770,7
771,2
772,8
773,1
774,9
775,3
776,0
777,13
778,6
779,9
780,3
781,7
782,8
783,7
784,14
785,14
786,5
787,12
788,3
789,14
790,9
791,10
792,2
793,15
794,10
795,7
796,7
797,4
798,10
799,3
800,4
801,16
802,2
803,14
804,14
805,8
806,7
807,14
808,7
809,4
810,13
811,8
812,9
813,6
814,9
815,9
816,10
817,6
818,6
819,3
820,4
821,7
822,9
823,13
824,10
825,9
826,10
827,14
828,15
829,5
830,10
831,14
832,8
833,3
834,13
835,13
836,5
837,4
838,6
839,6
840,15
841,11
842,2
843,9
844,6
845,9
846,6
847,14
848,2
849,7
850,7
851,13
852,14
853,10
854,9
855,5
856,4
857,9
858,3
859,5
860,9
861,6
862,10
863,5
864,9
865,5
866,4
867,9
868,5
869,2
870,9
871,14
872,3
873,5
874,4
875,3
876,4
877,3
878,6
879,2
880,8
881,11
882,3
883,4
884,8
885,1
886,8
887,10
888,1
889,4
890,5
891,4
892,15
893,10
894,12
895,7
896,7
897,14
898,10
899,10
900,8
901,11
902,3
903,4
